dataset,feature,type,missing_count,missing_pct,unique_count,min,max,mean,top_value,top_value_freq
D,packet_length_p75,float64,0,0.0,88,41.0,1500.0,787.571875,,
D,forward_byte_ratio,float64,0,0.0,144,0.0012240457958012897,0.9931805980037297,0.315279908081179,,
D,packet_count_asymmetry,float64,0,0.0,86,-0.9148324376133913,0.6327368729832795,-0.05088519356962158,,
D,rev_iat_median,float64,0,0.0,150,1.1920928955078125e-06,15.221274971961975,0.13988347724080086,,
D,tls_version,float64,0,0.0,2,1.2,1.3,1.2431249999999998,,
D,clienthello_present,bool,0,0.0,1,1.0,1.0,1.0,True,160.0
D,serverhello_present,bool,0,0.0,1,1.0,1.0,1.0,True,160.0
D,sni_present,bool,0,0.0,2,0.0,1.0,0.775,True,124.0
D,alpn_value,object,0,0.0,2,,,,,88.0
D,sequence_directions,object,0,0.0,-1,,,,,
D,sequence_tcp_flags,object,0,0.0,-1,,,,,
D,sequence_relative_times,object,0,0.0,-1,,,,,
D,sequence_packet_lengths,object,0,0.0,-1,,,,,
E,model_safe_index,int64,0,0.0,160,2.0,2432.0,1495.5,,
